TEXT,Label
"You can’t sit with us ️ #sorrynotsorry #sundayfunday #weho #mondayregrets #losangeles…
",4
"Thai food - Drinking a Chang Beer by @user @ Baan Thai Restraunt —
",4
"#ptxworldtourphl Pentatonix concert!!! @ The Liacouras Center
",4
"Irma aftermath cleanup efforts! #hurricanessuck @ Casa Lindsay
",4
"At the beach ️ #oceancity #family #lovemybabies @ Oceancity,MD Beach
",4
"@user @user @user @user US security needs o'er b &amp; butter needs.Ur house's on &amp; u save the fridge? #AMJoy
",3
"( 100,000+ PLAYS ) ON SOUNDCLOUD - LINK IN BIO -#Repost ( TAG A FRIENDS )・・・ MUSIC…
",3
"all smiles because this was before the xc race @ Heart Lake…
",4
"Because filters got me feeling myself in my sweats @ North Chicago, Illinois
",1
"Such a lovely morning yesterday and the last moment of control over my Monday #irunwithgoatz…
",1
"Be your own kind of beautiful ️ And love yourself for what you are.. Not for what people wants…
",4
"The things that a filter can do! never really been a fan of using filters when I take physique…
",1
"#howieday ️ #newseattleite @ The Crocodile
",4
"A few of my favorites @ Ijams Nature Center
",4
"Ellie Goulding will always and forever by my girl crush Glad I could witness her jump to…
",0
"Nothing better than a @user donut and one of his sundaes #pastrylife @ Cookshop
",0
"The fact that the girls trip hasn’t even started yet @ Detroit, Michigan
",0
"""Cause IIIIIII want it that waaaaaay!"" #bsb #shhshhitsalmostover #fridaynights @user @ La…
",1
"️ ️ ️ (@ Starbucks in Arlington, VA)
",4
"Someone has a sandy nose #beachdog #bestdogever ️ #cockerspaniel #maximus @ Provincetown,…
",4
"Sometimes you just need peace and quiet from your everyday life. Coffee and a book are my escape…
",4
"Toilet talk at #Hillsidefestival ️ #positivevibes #radiate #meditate #life #journey #peace…
",4
"God is good, all the time. And all the time God is good. ️2017…
",4
"Sing Mirror! My 12 is so go regions! @ Mississippi State University
",0
"Lit @ Lubbock, Texas
",3
"Date night seeing The Tenderloins! (Impractical Jokers) (@ Borgata Hotel Casino &amp; Spa in Atlantic City, NJ)
",4
"Chase Rice &amp; Cain's with my favorite person in the world @ Cain's Ballroom
",4
"Happy birthday @user
",0
"This just popped up on my phone. I read it and literally out loud and said.. ""Ya it's called…
",1
"When you see me and you think I'm cute...them and my mama did it. @user and…
",0
"When my brother asked my niece if he could have some nachos... …
",1
"Tell it how it is! #Humor @ San Diego, California
",1
"A late #tbt for this delicious gift from heaven at pamelasdiner earlier this week …
",0
"Someone sure does love watching Pokemon with his Daddy @ Teoc, Mississippi
",4
"MY PAPA LOOKS LIKE HES READY TO DROP #anotherone (his mixtape is ) @ S 101 Fwy
",3
"Sushi Date With This Weirdo! @ Sushi Maru
",1
"Only silverware I need's a steak knife &amp; a fork by @user #iamjojotour @user
",2
"This pud right here?! Next time I come back to Toronto, I know I got a place to stay!!…
",0
"This is probably my favourite wig but it literally gets everywhere #magenta #magentahair…
",1
"That ""In The Way"" Out Now!!! On all major Retailers(Spotify, Apple Music, Google Play,…
",3
"Mongolian Grill + (Window) Shopping + Movie with folks ️ @ The Greene
",4
"Waiting on my flight to Houston to see Hannah swim because, well.....she asked me to come. @user
",0
"7 years later, Friday Night Lights are still #MedSchoolLove @user
",3
"Luv my hair !! Thank you so much!! @user @ Burlingame,…
",0
"Buddies @ Muskingum University
",4
"Estos son mis #tioFernando y #titiSheila . @ Lincoln Road, Miami Beach (South Beach)
",4
"Classic First Friday in #DublinGA : janlmimbs #GeorgiaMusic #ExploreGeorgia #concert…
",2
"I can't say enough about these two ladies! Not only are they such genuine great people and…
",4
"Yeah but i have to sue jacques pauw for commission on massively increased sales of his wrist pulling him with her i- please re
",0
"Great lunch date today catching up w natalie_montalvo #atl #friends #love #latinas @ Bhojanic…
",4
"On my way from rehearsal and this is so cool #SharkWeek @ Discovery Channel Headquarters
",0
"I just be playin b, stop it 5 lol #theprivatestock #nicekicks #jordandepot #thesneakermarket…
",1
"Yo he got me crying @ Park Heights, Baltimore
",1
"Halloween with my fav...hotdog? #gottaloveit #happyhalloween #fireupchips @ Central Michigan…
",1
"""@LifeAsBros: Rajon Rondo with the pump fake free-throw ctfu. IMA do this in a game @user
",1
"memories are forever. always a ram @ Westside High School (South…
",4
"He wanted Number 27 ...... ・・#ShoheiOhtani #大谷翔平 #17 #27 #LosAngelesAngelsOfAnaheim… Anaheimhttps://www.instagram.com/p/BchzQcnhQ8P/
",1
"New babies @ Southside, Atlanta, Georgia
",0
"HOMECOMING finna be . I got my tickets wbu? #FVSU #nightmareonsprucestreet alphapisigmas @ Fort…
",3
"#Repost (get_repost)・・・Tag Someone #TheSuccessClub @ New Paltz , New York
",3
"️LIVE IN CHICaGOT H U R S D A Y November 26th 9pmThe Appreciation Partyw/The Twilite…
",4
"Moma, te amo @ MoMA The Museum of Modern Art
",0
"Maude is meeting all the ladies and gentlemen at the office ️ ️ photo by our office brother…
",4
"Family #weineranddineher @ Wychmere Beach Club
",4
"My boys, my life. ️ @ Seth's Lake Fork Creek
",4
"Some songs just pierce your heart like this one did it was freaking amazing to see…
",0
"HOME, PA @user @ The Smiling Moose
",2
"Brownie stuffed inside a Reese's cookie. SWEETS ARE LIFE || #foodbeast tym @ 24 Hour Fitness
",2
"@user and I just met the hottest guy aLIVE I CAN'T BREATHE
",0
"We ️feeling inspired, we ️ our students, we ️Waukesha South, we…
",4
"These dancers ️! Thank u Amit, Bhumit, Sean, Kyle, Shivani, Swarali, Alia, Arya for ur spirit…
",4
"KILLER LEG DAY …
",3
"Then birch trees though @ Fish Creek Door County
",0
"#zincon @user #zumbawear @user #zinlife good morning from…
",4
"This is FAF!! Which fighter would you choose? #Repost @user If the Kardashians were to…
",1
"Another great tour. @ Lotz House Museum
",4
"Ain't ever seen so many Waffle House in my life
",1
"Planning on #doingthings this year. @user @ Outdoor Voices
",4
"Best #tacos ever, I swear @user
",0
"#salonflow with my Lil princess Ri @ Perk It Up Salon
",0
"️ @ Empire State Building
",4
"@user thank u love u &amp; miss u too !
",4
"Sunday night #dancenight #getaroom #love @ Splash Restaurant Baja Ca.
",0
"Enjoying the Christmas break with my beautiful Brookie @ Overton…
",4
"Gucci Prada Chloe Fuck Fuck Fuck (at @user Fifth Avenue in New York, NY)
",0
"#ictdining #icteats #21standwoodlawnlocation #felipes #fuego ribeye #thursday @ Felipe's Mexican…
",3
"️ my daughter! @ University of Nevada, Reno
",4
"Call me Chris Newton #dt #turkeybowl #camnewton @ Southern Virginia University
",1
"Great morning loves!Today is a day where you can slow it down and take care of you. …
",4
"#glamsquad for @user today on accesshollywood .her!!! #realhousewivesofnewyork @ NBC…
",4
"Starting our birthday weekend off right at a Casting Crowns concert. How blessed we are to be…
",0
"An unforgettable #moment with my @user [ ] #engagement @ Houston, Texas
",2
"My Lexi! #SoProud #BellaJoySalon @ Bella Joy Salon
",0
"The air show was amazing but not as amazing as him @ Cleveland National Air Show
",4
"This is Lexi...she has a habit of caring for people and actually loves to adventure ...#love…
",4
"Hanging out at the last day of the @user with my beautiful girlfriend . I love you…
",0
"THE PRE GAME HAS BEGUN. MY BODY IS READY #Repost @user @user (get_repost)・・・ It's…
",3
"My happy place @ Foxtail Coffee
",0
"Grock love forever! @ Sheraton Mahwah Hotel
",4
"Happy New Year from ours to yours. ️ @ Houston, Texas
",4
"a1 night with an a1 date @ VYCE Social Club
",3
"Always a pleasure seeing these two dudes make sure to check out @user on tour…
",4
"️ @ Brooklyn Bridge
",4
"Christmas packaging At my last show today and then on to private…
",4
"IOrlando FL. #photography #vacaciones #vacations #travel…
",4
"Damn Brent, back at it again with the 18 pounds I grabbed 8lbs at first but then we switch…
",1
"4 miles right quick! I'm lying, that shit took me an hour . Did it…
",1
"#PatriotBoxLax League is @ Inline Morristown
",3
"Throwing some #TBT love. ️ @ Saint Francis de Sales- Holland
",4
"Oh ok — I see you @user — announcing the 55th #NYFF Main Slate today...It. Is. …
",3
"Happy birthday sister love!! We ️AJ!!! #foolios #bffsisters…
",4
"#love #support #youcanleanonme #brotherlylove #mydragons ️ @ Haven…
",4
"Just a bunch of drunk people doing drunk people stuff #vacationmiami #drunk…
",1
"Our beautiful house rental. It really was love at first sight #vacationhomes…
",0
"B E A U T I F U L #louboutin #yes #please #style #fashion #icon #oldschool #original #youtube…
",3
"Showtime again #this Sunday #boss Sunday's #sinon7Club #toronto #Standup #tha6ix #tdot…
",3
"Have I mentioned how much I love Korean BBQ?!?! Breakers is amazing! #korean #bbq…
",0
"Spending my lunchtime @user #staywinning @ Le Jolie Medi Spa
",0
"He stops to take it all in #WhosZoominWho #MyMan #WrightRacing…
",0
"Watchin my lil boy play #football @ Southern University Baton Rouge Campus Cliford T…
",1
"I miss y'all @ Frankford, Ontario
",4
"Thankful for all of you! Happy Thanksgiving everyone! ️ ️ ️ ️ ️ ️ @ Huntington Beach, California
",4
"Successful day at waltdisneyworld! Tap for details #ootd #outfitoftheday #wiw #blogginggals…
",4
"It's finally #Friday &amp; as much as I my job I'm glad I'm almost done w #work for this week!…
",4
"@user Love love love you every day!!!
",4
"View from today's adventure with @user &amp; #Charlie ( :…
",2
"Out with these gorgeous ladies last night! @ Scales 925
",0
"My Halloween buddies. @ Sweetwater Marina and Riverdeck
",0
"Monster Jam tonight was awesome @ Royal Farms Arena
",0
"My forever mannn ∞ ️#nationalboyfriendday @ XS Las Vegas
",4
"happy birthday to the loml @user @ Ohio Stadium
",4
"My boys!!#SeniorYear #4thgrader @ Hyattsville, Maryland
",4
"@user keep your head held high!
",4
"Final weekend of birthday celebrations!! Lucky girl with such loving family &amp; friends! ️…
",4
"We all been there.. #memes #funnymemesdaily #memestagram #memesdaily memes @user @user
",1
"My heartHe finds joy in everything! A fierce spirit like no…
",4
"Drag brunch with the soon to be birthday girl ️ lipssd…
",4
"Earth tones. : @user . #shootday #brindle #baby #boxer #denver #love #IG #nofilter…
",2
"My favorite karaoke song is I ️Rock &amp; Roll (the Britney version) Bc of the hair flippage. Find…
",4
"Fuckin In The Bathroom Like Niko and Mimi Bruh @user Be Sayin The Most Creative Ass…
",3
"Fluff your feeds Friday feature! Just look at this beauty! regranned from oldgeorgiahomes -…
",0
"Family : We might not have it all together, but together we have it all. @ Cupsogue Beach,…
",4
"About to take my new machine for a spin.. Come fly with me #HappyKwanzaa17 #HappyHolidays…
",4
"Depends tho if I get this gorgeous girl on my tl. Or if u wife Dej the all else out the window ..
",1
"A few of my favorite people #InstagramlessLoader @ CAVO Pittsburgh
",4
"Cap'n Rogers will forever be my favorite Avenger. ️ @ Raleigh,…
",4
"Full ""Meet the Greeks"" performance in my bio #TheFirstOfMyLastPerformances @ Rutgers University…
",3
"The MiMi Chengs &amp; Reinvented Classic Dumplings! #foodporn @ Mimi Cheng's Dumplings
",0
"Action from San Antonio’s last-second 2-1 win over San Diego. @user #SonyA9 #ahl…
",2
"@user high 5. #1 in scoring for ncaa tournament history... #MarchMadness #FirstFour #Ilovetrivia
",0
"Another day at the office. :@jonathanhkemp @ Birmingham, Alabama
",2
"Dildos or Palm Trees ? We're still trying to figure it out @ Señor Frog's NYC
",1
"2⃣1⃣ @ XL Center
",3
"Dinner with husband buns... #janina with pappy Koss and grandma Lisa. Then movie time. Thanks…
",0
"PUERTO ROCK SPITS #EnterTheLight #audio #verse #song #PuertoRock prod by #BuddaBless…
",3
"FUCK !!!!!!! @ SAP Center
",0
"My #family. #lovemyfamily #lovemykids @ Mamas House
",4
"Cypress point with my baby #lonecypress #17miledrive #monterey #pebblebeach #carmel #bmwm5…
",4
"I still wonder where he came from and how I snagged him. ️ #youaremyfavorite @ Mendocino Coast
",4
"My boobie and I . Happy #Sunday #countyourblessings @ Church Of Highlands
",0
"Can't go nowhere with these ""big boys"" @ Dae Bak Fusion Eatery &amp; Lounge
",1
"Fantastic breakfast! ️ (@ The Beta Coffeehouse in Cody, WY)
",4
"Wait for it... // : @user @ Sawtooth Mountains
",2
"Repost from @user Not expected #playoutside #vspink #sportswear @user
",2
"Feels great to finally be able to drive on my own in MY car. @user
",0
"Etown was #theBangers #Repost mdgmike with repostapp.・・・@sethro672 on rails yesterday…
",3
"Home sweet home w my 3 loves ️ &amp; lil guy Peanut. @ Miami Beach,…
",4
"My ️ ️ ️. They keep me moving and there is nothing I wouldn’t do…
",4
"#Darley_Awards @ Dolby Theatre
",0
"Wish I was with @user right now! There in spirit! #goastros #texasforever ️ ️(picture…
",4
"#Disney #magickingdom en Disney's Magic Kingdom
",0
"This is the most beautiful state on earth ️ @ West Virginia Wesleyan College
",4
"Just a normal Saturday. Spending it at Disneyworld @ Walt Disney World
",0
"Cause Destinee &amp; Kaitlyn make me feel so good rn. Good brows, hair, &amp; lashes #red #purple…
",0
"Lunch with my father and sister today. #familytime #daddysgirl…
",4
"Come join me, or you'll be left behind #BIGOLIVE &gt; Share nào.
",4
"Zaddy #zaynmalik #zquad #ziam #liampayne #getlow #stillgottime #gayfanboy #gaylove @ Knott's…
",3
"AhHhh....the bullshit They can't even get legitimate protesters,…
",1
"This is a serious question Hahahaha I’ll love you forever #like4like #apple @ Apple 4th Street
",0
"Peace, Love and New York City #nyc #iloveny ️ @ Staten Island Ferry Boat - John J. Marchi
",4
"Mommas sweet boy!#crazycatlady #furbaby #furmommy #catmom @ Syracuse, Ohio
",4
"Me and the beautiful talented @user #everylittlething #carlypearce #nashville…
",0
"This cuite when to attempting to type with two hands- best distraction from work you could get…
",0
"Had a happy day today. I love the way my white nails look against my purse. #nails…
",0
"Toronto Skyline Soap and Under Sea Soap.Natural product made with love in Toronto. …
",4
"~Stoic~ : @user ....#photography #photographer #portraits…
",2
"#TrueLove lol #ugit @ The Mockingbird
",1
"It's hip to be square with ashleigh_garretson #theatre #broadway #americanpsychothemusical…
",4
"My ️'s. #enjoythejourney #lifeisgoodtoday @ Plant 64
",4
"️Lionel#lionelrichie @ The Theater at Madison Square Garden
",4
"Hand Made by SewNatural Check out my stories to see the process @ Sew Natural Hair Boutique
",4
"Yay @user is here with me now @ New York City Mannhattan
",0
"#LatePost Birthday dinner @ The Cheesecake Factory
",3
"Edgewater took #lit to the maximum level of litness …
",3
"#heartshape jacuzzi hubFilled this hoe up, was in it about 5…
",4
"""For every action there's an equal and opposite criticism"" #StevenWright #moontowercomedy #atx…
",1
"We ️ our New Accent Wall for the Wenning Branding Side!…
",4
"My homie @user got the stage #lit That's my blessing! #tmbchallenge #webreakpurpose…
",3
"#Lit date night with the man who lights up my world ️ #mcm #datenight #zoolights #2017 @ Los…
",4
"Disneyland while it's raining is definetly an experience_________________#disneyland…
",4
"I love these!!! Like really love these... all of them... #gospursgo #jesuslovesthespurs…
",0
"Don't ever forget how much you are loved @ I Love You
",4
"Sunshine and beer #happy cred.bpc @ Willow Wood Market Cafe
",2
"Mommy appreciation post @ New York, New York
",4
"No football tonight so it's supper with ""The Freeman's"" sure have missed this. # #BB #Darren…
",4
"| Prim | Newport Music Hall @ Newport Music Hall
",2
"Canoodling with her @ Lebanon Hills Regional Park
",0
"All my bffs in one pic @ Anderson's
",4
"My life, in the kitchen, surrounded by ‘vultures’ #nowiggleroom #corsosofinstagram…
",1
"sending kisses from this bid day bc it was straight fire @ Chi Omega House
",3
"Enjoying the sunset with good friends ️ Happy birthday, Adam! @user
",4
"Cute teeth ass @ Westside, Houston, Texas
",1
"love my momma more than anything @ Six Flags Discovery Kingdom
",4
"Patiently waiting at my desk for one more phone call. Then I'm cottage bound come on long…
",0
"Top of the mornin' to ya!! Out running errands on this beautiful &amp; blessed day! ️God Bless you!…
",4
"Absolutely love this one. #thesetwo #USL #shitshowcrew @ Towson…
",4
"Truffled whipped potatoes @ Empress Tavern
",0
"This is Marbles' 'what's for dinner' face. #igkitty #marbles @ City of Schertz
",1
"Full day at Gulf Shores yesterday with hubby ️ @ The Hangout Beach, Music and Arts Festival
",4
"Holy crap it's hot out! - Drinking a Big Hop IPA by @user @ Park Place Pub —
",3
"Had FuN .. @ 17 Mile Drive, Pebble Beach
",0
"Perfect summer day! Lunch with my monkey at the Lake House ️ #love #foodadventure #niagarafalls…
",4
"Hanging out with Jan on that #vintage life ••••••#oldschool #antique #antiqueshop…
",0
"All red errrrrrrthang. South beach!!!!!!!!!! @ Miami Beach, Florida
",0
"#Repost @user sight so sweet it brings mousse-ic to your heart ️ These are the…
",4
"I ️my fur baby @ Charlotte, Michigan
",4
"A #VelvetJones gorgeous parts #Telecaster Deluxe. White ash body, Mighty Mite maple neck,…
",0
"Dinner was so amazing @ Lucille's Smokehouse Bar-B-Que, Temecula
",0
"""Lookin for a job"" - dan_pregano Photo: @user timelessmedia_ #socal #delmarbeach @user
",1
"@user finished up most of my knee last night &amp; I am in loveeee going back in for another…
",0
"@user Summer on Sunset has to be the best mixtape I've heard in a while. It's basically an…
",3
"Just in case you haven't seen enough bonfire pictures... @user
",3
"Beautiful day hiking #naturaltreasure @ Tunica Hills State Wildlife Management Area
",4
"Killer beer, super aromatic, tropical and nice hoppy bite. - Drinking a Double Dry Hopped Instant Credibility b…
",3
"My dinner ️’s me!!!! @ Pennsylvania
",4
"My #LordBrüno @ There's No Place Like HOME!
",4
"magic moments at Minnie's house #EdithBlandon #magicmoments…
",0
"#RIP #chesterbennington #linkinpark #shadowoftheday ️ @ Los Angeles, California
",4
"Something I did a while ago #makeup #boring @ Space
",4
"Starting your Monday off right with this #SmokeShowOfTheDay aybandz submit entries for…
",3
"Happy birthday to my dad love you #happybirthday #happy #birthday #me #mydaddy #fun #love…
",4
"This wild beast had her first trip to the beauty parlor...she certainly has my heart ️…
",4
"Happy Father's Day dad. Can't believe this is the 7th Father's Day without you. We all still…
",4
"Welcome Autumn @ City Stadium
",0
"#11 on the field, #1 in my ️ @ Wake Forest University
",4
"happy 6 months! you're my best friend &amp; my boyfriend and I couldn't ask for anything better @user
",4
"@user from toppcheff_philly - #freshouttheoven Baked Mac &amp; cheese @user @user
",3
"Worshipping God on a Wednesday night under the stars ️...so…
",4
"Got to spend some time with these guys today. ️ them!…
",4
"... more communing with the team ... talking about vpc's and the necessity of ice #dreamjob @user ...
",1
"Finally got to meet Miss Aubrey Elise, and she’s PERFECT!! @ Monroe, Louisiana
",0
"Trying raw oysters for the first time. Praying I make it out alive …
",1
"we crim (((: #wheresclairee? #ohhhh #daddy'sgirls @ Putnam Valley High School
",4
"Anniversary dinner with my handsome husband! @ The Keg Steakhouse + Bar
",4
"️ @ The Ringling
",4
"#goals! my bro autoelementsdetailing going in!!! Holla at him for that work!!! #bmw #m3…
",3
"My Village.... ️ them! @ Ohana Steakhouse
",4
"We do love a good roofing pun around here Happy Friday guys, do you have any big plans for the…
",1
"Little booty beauty #1stladyCoe @user #whitehousefirstlady @ WhiteHouse NightClub…
",0
"Tasting different hard ciders #daydrinking @ Far From The Tree Cider
",0
"Because dreams do come true! @ Disney's Magic Kingdom
",0
"Throwback to a #OneShotEnt collab with @user @user @user
",3
"Spending that tip money (@ state beauty supply)
",1
"Pretending to be food &amp; drink connoisseurs. savannahmaddox09…
",1
"@user snap story is killing me right now
",1
"California I have never been happier. @ Oceanside Beach
",0
"congratulations to #Mr&amp;MrsGarrIDO !! love you both with all my ️and…
",4
"Scarves and hearts #bellaperlina #silkbeadedscarves#ceramichearts #valentinegiftsforher @user
",4
"deconstructed stuffed peppers for familytable_mishpacha hudig @ New York, New York
",2
"Omg. ️ ️ ️ @ The Birchmere
",4
"Guess I'll take the plunge #lol #bottomsup w this #horchata zachattack46 @ Hard Rock Cafe. San…
",1
"honestly couldn't of asked for a better, more eventful 19th birthday It was nice seeing…
",1
"That's a wrap for one of thee most EPIC @user WEEKENDS EVERRR!!! I've been a huge…
",0
"Sunny day = #views from the 425#pnw #viewsofpnw @ Mukilteo Ferry…
",4
"Never had such a hard time finessing a guy out of his shirt . Teammate Tuesday with the one guy…
",1
"Current Lituation @user RIGHT NOW 'n up ya airwaves…
",3
"Sunday morning messages from casmithgirl. I love you mom, but you've been #Goberted. @ Salt…
",1
"Im weak @ Hometown Pizza
",1
"Last night just before going to the Opry @ East Nashville Historic District
",4
"She's too perfect @ Ossining, New York
",0
"Send Love ️ to Your Haters. Nobody Doing Better Than You Hates on You. #entrepreneur #sendlove…
",4
"@user I made two but couldn't decide
",1
"Can you tell my dog was raised in a Mexican household? She's munching on a tortilla …
",1
"Toll Rocks!! tollbrothers dottiesweeney#PCBC2017 @user @ San Diego Convention Center
",4
"Check out @user ""how (not) to skate"" tutorial, online now #forrestandbob…
",1
"So lucky to have grown up outside the greatest city. Look how pretty it is today …
",0
"I love this place (@ Bass Pro Shops in Mesa, AZ)
",0
"I'm so superstitious.
",1
"@user and jwanyosef at #Dior dinner in #Miami 05.12.17 #RickyMartin #Ricky_Martin…
",0
"This is #gold @user great food if you haven’t been go! #food #foodie #keller #texas @ FnG Eats
",1
"️ (@ Cafe Istanbul in Beverly Hills, CA)
",4
"Whoosh. @ Salt Fork State Park
",3
"'Because I'm over forty now...' #FourThreeOnFourThree #BirthdayBehavior #ChasingBliss…
",1
"The bride and her little ring bearer moments before the ceremony. ️ @ Penn Museum
",4
"We are the same color now #tan #bahnlove #nofilter @user
",1
""" I put in work it was évident ""- August 2015- L.A, California- : iPhone 6 : @user @user
",2
"y'all this kombucha tho. @ Patchworks Arts &amp; Crafts Festival
",0
"I'm way up I feel blessed #Colorado #views @ Copper Mountain, Colorado
",0
"This cute couple tho # ️ @ Desmond's Restaurant &amp; Pub at East Wind
",4
"#sibling time about to catch this chrisdelia show in Ontario mcqueenbean @user…
",4
"@user girl right!
",1
"Happy half a decade to Nikki! I am one lucky guy @ Chillville
",0
"Sometimes life calls for a Poo Poo Platter, Frozen Mudslides &amp; great friends! kowloonsaugus @user
",0
"Shoutout to my top dog for kicking butt in Shakuntala tonight! Love you so much walters5ja…
",4
"Happy birthday princess @ Naples FL beach and pier
",0
"Thank God they look like keep momma ️ ️ drivera6 #twins @ Peter Piper Pizza
",4
"Homecoming @ South Paulding High School
",4
"happy birthday @user This is the face I made when I…
",1
"Harriet Tubman was out! Don't hit that lady Autha! @ Atlanta, Georgia
",1
"Special to these people right here ! They have a special place in my heart Thank you guys for…
",4
"cred __james_cameron__ @ Carlsbad, California
",2
"️ @ 9/11 National Memorial, New York City
",4
"happy national bf day to the boys @ East Islip High School
",0
"| Nolan Arenado is insane #Smashletes @ Arizona Diamondbacks
",3
"$quad @ The Republic at Lubbock
",3
"That's awesome! #pride, #LGBT, #pride2016, #march, #love, #peace, #rainbow, #onecommunity,…
",1
"In love with love ️.Still have a few openings in 2017, and starting to book out 2018. Reach…
",4
"@ McCarran International Airport
",0
"#chicago #illinois #lollapalooza2017 @ The Field Museum
",0
"Can't wait to look back at this pic as vintage. Haha. When SHPE was my life. ...#shpe…
",2
"Just finished the movie and I no longer have the ability to cry the movie was 2 1/2 hours long…
",1
"Ayeeeee add me on that snap @user ya dig what I’m doing ️ @ Gwinnett County, Georgia
",4
"I am forever saying don't worry about me.. Just worry about yourself.. This is pure genius!…
",1
"About to play it @ Lancaster, Ohio
",3
"It's been so long since I've seen myself I'm in love @user
",0
"Who’s rockin this December 10th? We out in Miami that weekend.. lemme know who’s rockin #LITM…
",3
"You better stick with fingerprints. @ Hillsborough County, Florida
",1
"I think the real Christmas miracle is this transformation thank you…
",1
"Not impressed. #pricelessartifacts #art #preschoollife @ Tampa Museum of Art
",1
"Super excited to be producing this project &amp; also to wear a bunch of wigs. : @user @user
",2
"LOL!! #ESPNCollegeGameday #ESPN #CollegeGameday @ Regions Bank
",1
"Mommy n moi busy hvin a good time at the trapeze @ Kutsher's Sports Academy
",0
"This is living. #SanFrancisco @ El Rio
",4
"""Flashing Lights"" @user @ LACMA Los Angeles County Museum of Art
",2
"Brother took me out tonight @user #hungergames #mockingjaypart2 #ontario #edwards22 #bonding…
",4
"#WeWin He lives IN US!!! Get ready for Sunday School! ️ ️ @ The Dwelling Place…
",4
"My handsome man &amp; I @ Windows On Washington
",4
"Casual Friday night at home : @user @ Hancock Park, Los Angeles
",2
"All our hats are handmade in NYC with ️ #atelier #milliner #hat #fashion #accessory #bespoke…
",4
"Shop with the theglampalaceinfo for all your HAIR CARE NEEDS @ The…
",0
"I really dig this hamster. #Kia #lol #sawgrass #hamster #cutout #rockerhamster #fridaylaughs…
",1
"Magic Kingdom #waltdisneyworld #magickingdom #cinderellascastle #love #mickeymouse #Disney…
",4
"My style! All day #nolaliving #realestateagent #uptownliving #latterandblum #realestateash @user
",0
"#estespark @ Rocky Mountain National Park
",0
"something hotPermanent Cuts on 14K#WhiteGold Mean Dope clean #grillz on the planet…
",3
"Made it off the boat in time to do some shopping!!! ️ #shopping #Boston #addiction @ Boston,…
",4
"yuh yuh yuhhh ️ @ Raleigh County, West Virginia
",4
"saturday morning breakfast with my love @ Whole Foods Market Tulsa
",4
"""Don't we look like twins""- things my mom ask the waiter :/ Happy 50th Madre @ Cheesecake…
",4
"My yearly lovely Christmas cards and goodies at work. #christmas2015 #work #christmascards…
",4
"Because he is my best friend, my forever friend ️Happy friendship day!! #love #believe…
",4
"Our greenbelt looks even better dusted in snow #atx #snow #snowday2017 @ Austin, Texas
",0
"How's this for a reunion? these ppl @ Riesel ISD
",4
"️ @ B&amp;A Warehouse
",4
"So lucky to call him mine #mcm @ New York, New York
",4
"always good vibes @ Señor Frog's Orlando
",4
"Amazing views of an amazing lake with my amazing girlfriend #SleepingBearDunes @ Sleeping…
",4
"Most perfect end of this years birthay! My fav place in Miami, Truluck’s Biggest oysters ever…
",0
"Oh Grandma! coffeesnacksandcigarettes : @user @ Richmond, Virginia
",2
"Yoga family that plays together stays together so grateful for these special women and all the…
",0
"Love you @ Barron G. Collier High School
",4
"Never a dull moment with the goobers at the #sfspca. #adoptdontshop @ The San Francisco SPCA
",1
"My church got merch! #ModelingForJesus ( : balopez_, creative director) @ Liberty Church
",2
"@user and @user bring back #mcm holding hands at Ifly King of Prussia…
",4
"NEW ARRIVAL STORE LINK IN THE BIO| #SetApart #BIBLE #silentwittness…
",3
"Spurs HEB commercial are the best
",1
"Hands down the prettiest &amp; most pizza I've ever had lol @ Pieology…
",3
"So happy you're home. Four months was way too long. @ S Martinez…
",4
"He got to go shooting for the first time! #redryder…
",0
"Day 5 of #LightTheWorld ️ “Honor thy father + thy mother”.... Just gives me another excuse to…
",4
"️ three generations #thanksgiving @ Buellton, California
",4
"Happy #thanksgiving ️ @ John F. Kennedy Presidential Library and Museum
",4
"Here is my #bestnine2017 Thanks for all the great times! ️ @ Chaska, Minnesota
",4
"This cute lil hunni of mine graduated today ️ to many more…
",4
"DEADLIFTS were #HypeIsReal365/8, 405/6,455x4 (video) PR500x1 (Video)Constantly fighting…
",3
"Out of OJ. Lol had to get a juice box this #waffle tho @ Waffle House
",1
"When your cousin and bestie pal is getting married # #lastrally4allie @ Temecula, California
",0
"Gameday #CHIvsDET #DefendTheDen #OnePride #Lions : @user @ Ford Field
",2
"Dad and Maggie @ Baytowne Wharf At Sandestin Beach And Golf Resort
",4
"I want a puppppy! Thanks! (@ Love Shack in Pompton Lakes, NJ w/ @user
",1
"When you think you bought #oranges but really they are #grapefruit #habanabananaclub #wtf …
",1
"Bloody Time ! #latepost @ National Harbor
",0
"Firemen in #nyc ! respect ! #bestoftheday #photooftheday #happy #love #lovemyjob #cabincrew #girl…
",0
"My son loves his church and he loves his God...#mysonmy @ Harvest…
",4
"It's no Bloomingdale, but I guess I'll take it! @ Roofers Union
",0
"I crack myself up!!!! @ Central Indianapolis, Indianapolis, Indiana
",1
"My favorite girls #NewchlyMarried @ Mr. Anthony's Banquet Center
",4
"Fam day in CLE ️ ️ ️ #rockhall #wahlburgers @ Rock &amp; Roll Hall of Fame
",4
"#babycinnabun and #kelloggthewondercat ️ #catsofinstagram #sleepycat @ Baltimore, Maryland
",4
"Finally got my rally stripes put on last night! @ Mind Yours…
",0
